Sensor_33101,getV,Line.33050-33101,BUS2,PHASE_1
Prober_33101-V1,getV,Line.33050-33101,BUS2,PHASE_1
Prober_33101-Load,getLoad,Load.33101.1,BUS1,PHASE_1
Sensor_33080,getV,Line.33030-33080,BUS2,PHASE_1
Prober_33080-V1,getV,Line.33030-33080,BUS2,PHASE_1
Prober_33080-Load,getLoad,Load.33080.1,BUS1,PHASE_1
