2056.1,1
2057.2,1
2058.1,1
2059.1,1
2060.1,1
2061.2,1
2062.2,1
2063.3,1
2064.1,1
2065.2,1
2066.2,1
2067.3,1
2068.2,1
2069.1,1
2070.2,1
2071.3,1
2072.3,1
2073.3,1
2074.3,1
2075.1,1
2076.1,1
2077.1,1
2078.2,1
2079.3,1
2080.1,1
2081.2,1
2082.3,1
2083.3,1
2084.1,1
2085.1,1
2086.1,1
2087.3,1
2088.3,1
2089.1,1
2090.2,1
2091.2,1
2092.2,1
2093.2,1
2094.3,1
2095.2,1
2096.2,1
2097.3,1
2098.3,1
2099.2,1
2100.2,1
2101.1,1
2102.3,1
2103.1,1
2104.1,1
2105.2,1
2106.1,1
2107.1,1
2108.2,1
2109.1,1
2110.1,1
3056.1,1
3057.2,1
3058.1,1
3059.1,1
3060.1,1
3061.2,1
3062.2,1
3063.3,1
3064.1,1
3065.2,1
3066.2,1
3067.3,1
3068.2,1
3069.1,1
3070.2,1
3071.3,1
3072.3,1
3073.3,1
3074.3,1
3075.1,1
3076.1,1
3077.1,1
3078.2,1
3079.3,1
3080.1,1
3081.2,1
3082.3,1
3083.3,1
3084.1,1
3085.1,1
3086.1,1
3087.3,1
3088.3,1
3089.1,1
3090.2,1
3091.2,1
3092.2,1
3093.2,1
3094.3,1
3095.2,1
3096.2,1
3097.3,1
3098.3,1
3099.2,1
3100.2,1
3101.1,1
3102.3,1
3103.1,1
3104.1,1
3105.2,1
3106.1,1
3107.1,1
3108.2,1
3109.1,1
3110.1,1
4056.1,1
4057.2,1
4058.1,1
4059.1,1
4060.1,1
4061.2,1
4062.2,1
4063.3,1
4064.1,1
4065.2,1
4066.2,1
4067.3,1
4068.2,1
4069.1,1
4070.2,1
4071.3,1
4072.3,1
4073.3,1
4074.3,1
4075.1,1
4076.1,1
4077.1,1
4078.2,1
4079.3,1
4080.1,1
4081.2,1
4082.3,1
4083.3,1
4084.1,1
4085.1,1
4086.1,1
4087.3,1
4088.3,1
4089.1,1
4090.2,1
4091.2,1
4092.2,1
4093.2,1
4094.3,1
4095.2,1
4096.2,1
4097.3,1
4098.3,1
4099.2,1
4100.2,1
4101.1,1
4102.3,1
4103.1,1
4104.1,1
4105.2,1
4106.1,1
4107.1,1
4108.2,1
4109.1,1
4110.1,1
5056.1,1
5057.2,1
5058.1,1
5059.1,1
5060.1,1
5061.2,1
5062.2,1
5063.3,1
5064.1,1
5065.2,1
5066.2,1
5067.3,1
5068.2,1
5069.1,1
5070.2,1
5071.3,1
5072.3,1
5073.3,1
5074.3,1
5075.1,1
5076.1,1
5077.1,1
5078.2,1
5079.3,1
5080.1,1
5081.2,1
5082.3,1
5083.3,1
5084.1,1
5085.1,1
5086.1,1
5087.3,1
5088.3,1
5089.1,1
5090.2,1
5091.2,1
5092.2,1
5093.2,1
5094.3,1
5095.2,1
5096.2,1
5097.3,1
5098.3,1
5099.2,1
5100.2,1
5101.1,1
5102.3,1
5103.1,1
5104.1,1
5105.2,1
5106.1,1
5107.1,1
5108.2,1
5109.1,1
5110.1,1
6056.1,1
6057.2,1
6058.1,1
6059.1,1
6060.1,1
6061.2,1
6062.2,1
6063.3,1
6064.1,1
6065.2,1
6066.2,1
6067.3,1
6068.2,1
6069.1,1
6070.2,1
6071.3,1
6072.3,1
6073.3,1
6074.3,1
6075.1,1
6076.1,1
6077.1,1
6078.2,1
6079.3,1
6080.1,1
6081.2,1
6082.3,1
6083.3,1
6084.1,1
6085.1,1
6086.1,1
6087.3,1
6088.3,1
6089.1,1
6090.2,1
6091.2,1
6092.2,1
6093.2,1
6094.3,1
6095.2,1
6096.2,1
6097.3,1
6098.3,1
6099.2,1
6100.2,1
6101.1,1
6102.3,1
6103.1,1
6104.1,1
6105.2,1
6106.1,1
6107.1,1
6108.2,1
6109.1,1
6110.1,1
7056.1,1
7057.2,1
7058.1,1
7059.1,1
7060.1,1
7061.2,1
7062.2,1
7063.3,1
7064.1,1
7065.2,1
7066.2,1
7067.3,1
7068.2,1
7069.1,1
7070.2,1
7071.3,1
7072.3,1
7073.3,1
7074.3,1
7075.1,1
7076.1,1
7077.1,1
7078.2,1
7079.3,1
7080.1,1
7081.2,1
7082.3,1
7083.3,1
7084.1,1
7085.1,1
7086.1,1
7087.3,1
7088.3,1
7089.1,1
7090.2,1
7091.2,1
7092.2,1
7093.2,1
7094.3,1
7095.2,1
7096.2,1
7097.3,1
7098.3,1
7099.2,1
7100.2,1
7101.1,1
7102.3,1
7103.1,1
7104.1,1
7105.2,1
7106.1,1
7107.1,1
7108.2,1
7109.1,1
7110.1,1
8056.1,1
8057.2,1
8058.1,1
8059.1,1
8060.1,1
8061.2,1
8062.2,1
8063.3,1
8064.1,1
8065.2,1
8066.2,1
8067.3,1
8068.2,1
8069.1,1
8070.2,1
8071.3,1
8072.3,1
8073.3,1
8074.3,1
8075.1,1
8076.1,1
8077.1,1
8078.2,1
8079.3,1
8080.1,1
8081.2,1
8082.3,1
8083.3,1
8084.1,1
8085.1,1
8086.1,1
8087.3,1
8088.3,1
8089.1,1
8090.2,1
8091.2,1
8092.2,1
8093.2,1
8094.3,1
8095.2,1
8096.2,1
8097.3,1
8098.3,1
8099.2,1
8100.2,1
8101.1,1
8102.3,1
8103.1,1
8104.1,1
8105.2,1
8106.1,1
8107.1,1
8108.2,1
8109.1,1
8110.1,1
9056.1,1
9057.2,1
9058.1,1
9059.1,1
9060.1,1
9061.2,1
9062.2,1
9063.3,1
9064.1,1
9065.2,1
9066.2,1
9067.3,1
9068.2,1
9069.1,1
9070.2,1
9071.3,1
9072.3,1
9073.3,1
9074.3,1
9075.1,1
9076.1,1
9077.1,1
9078.2,1
9079.3,1
9080.1,1
9081.2,1
9082.3,1
9083.3,1
9084.1,1
9085.1,1
9086.1,1
9087.3,1
9088.3,1
9089.1,1
9090.2,1
9091.2,1
9092.2,1
9093.2,1
9094.3,1
9095.2,1
9096.2,1
9097.3,1
9098.3,1
9099.2,1
9100.2,1
9101.1,1
9102.3,1
9103.1,1
9104.1,1
9105.2,1
9106.1,1
9107.1,1
9108.2,1
9109.1,1
9110.1,1
10056.1,1
10057.2,1
10058.1,1
10059.1,1
10060.1,1
10061.2,1
10062.2,1
10063.3,1
10064.1,1
10065.2,1
10066.2,1
10067.3,1
10068.2,1
10069.1,1
10070.2,1
10071.3,1
10072.3,1
10073.3,1
10074.3,1
10075.1,1
10076.1,1
10077.1,1
10078.2,1
10079.3,1
10080.1,1
10081.2,1
10082.3,1
10083.3,1
10084.1,1
10085.1,1
10086.1,1
10087.3,1
10088.3,1
10089.1,1
10090.2,1
10091.2,1
10092.2,1
10093.2,1
10094.3,1
10095.2,1
10096.2,1
10097.3,1
10098.3,1
10099.2,1
10100.2,1
10101.1,1
10102.3,1
10103.1,1
10104.1,1
10105.2,1
10106.1,1
10107.1,1
10108.2,1
10109.1,1
10110.1,1
11056.1,1
11057.2,1
11058.1,1
11059.1,1
11060.1,1
11061.2,1
11062.2,1
11063.3,1
11064.1,1
11065.2,1
11066.2,1
11067.3,1
11068.2,1
11069.1,1
11070.2,1
11071.3,1
11072.3,1
11073.3,1
11074.3,1
11075.1,1
11076.1,1
11077.1,1
11078.2,1
11079.3,1
