type,src,dst,cidx,didx,period,error,cktElement,cktTerminal,cktPhase,cktProperty
SmartMeter,6098,1,0,0,15000,1.667e-05,Load.6098,BUS1,PHASE_3,None
SmartMeter,6099,1,0,0,15000,1.667e-05,Load.6099,BUS1,PHASE_2,None
SmartMeter,6100,1,0,0,15000,1.667e-05,Load.6100,BUS1,PHASE_2,None
SmartMeter,6101,1,0,0,15000,1.667e-05,Load.6101,BUS1,PHASE_1,None
SmartMeter,6102,1,0,0,15000,1.667e-05,Load.6102,BUS1,PHASE_3,None
SmartMeter,6103,1,0,0,15000,1.667e-05,Load.6103,BUS1,PHASE_1,None
SmartMeter,6104,1,0,0,15000,1.667e-05,Load.6104,BUS1,PHASE_1,None
SmartMeter,6105,1,0,0,15000,1.667e-05,Load.6105,BUS1,PHASE_2,None
SmartMeter,6106,1,0,0,15000,1.667e-05,Load.6106,BUS1,PHASE_1,None
SmartMeter,6107,1,0,0,15000,1.667e-05,Load.6107,BUS1,PHASE_1,None
SmartMeter,6108,1,0,0,15000,1.667e-05,Load.6108,BUS1,PHASE_2,None
SmartMeter,6109,1,0,0,15000,1.667e-05,Load.6109,BUS1,PHASE_1,None
SmartMeter,6110,1,0,0,15000,1.667e-05,Load.6110,BUS1,PHASE_1,None
SmartMeter,7056,1,0,0,15000,1.667e-05,Load.7056,BUS1,PHASE_1,None
SmartMeter,7057,1,0,0,15000,1.667e-05,Load.7057,BUS1,PHASE_2,None
SmartMeter,7058,1,0,0,15000,1.667e-05,Load.7058,BUS1,PHASE_1,None
SmartMeter,7059,1,0,0,15000,1.667e-05,Load.7059,BUS1,PHASE_1,None
SmartMeter,7060,1,0,0,15000,1.667e-05,Load.7060,BUS1,PHASE_1,None
SmartMeter,7061,1,0,0,15000,1.667e-05,Load.7061,BUS1,PHASE_2,None
SmartMeter,7062,1,0,0,15000,1.667e-05,Load.7062,BUS1,PHASE_2,None
SmartMeter,7063,1,0,0,15000,1.667e-05,Load.7063,BUS1,PHASE_3,None
SmartMeter,7064,1,0,0,15000,1.667e-05,Load.7064,BUS1,PHASE_1,None
SmartMeter,7065,1,0,0,15000,1.667e-05,Load.7065,BUS1,PHASE_2,None
SmartMeter,7066,1,0,0,15000,1.667e-05,Load.7066,BUS1,PHASE_2,None
SmartMeter,7067,1,0,0,15000,1.667e-05,Load.7067,BUS1,PHASE_3,None
SmartMeter,7068,1,0,0,15000,1.667e-05,Load.7068,BUS1,PHASE_2,None
SmartMeter,7069,1,0,0,15000,1.667e-05,Load.7069,BUS1,PHASE_1,None
SmartMeter,7070,1,0,0,15000,1.667e-05,Load.7070,BUS1,PHASE_2,None
SmartMeter,7071,1,0,0,15000,1.667e-05,Load.7071,BUS1,PHASE_3,None
SmartMeter,7072,1,0,0,15000,1.667e-05,Load.7072,BUS1,PHASE_3,None
SmartMeter,7073,1,0,0,15000,1.667e-05,Load.7073,BUS1,PHASE_3,None
SmartMeter,7074,1,0,0,15000,1.667e-05,Load.7074,BUS1,PHASE_3,None
SmartMeter,7075,1,0,0,15000,1.667e-05,Load.7075,BUS1,PHASE_1,None
SmartMeter,7076,1,0,0,15000,1.667e-05,Load.7076,BUS1,PHASE_1,None
SmartMeter,7077,1,0,0,15000,1.667e-05,Load.7077,BUS1,PHASE_1,None
SmartMeter,7078,1,0,0,15000,1.667e-05,Load.7078,BUS1,PHASE_2,None
SmartMeter,7079,1,0,0,15000,1.667e-05,Load.7079,BUS1,PHASE_3,None
SmartMeter,7080,1,0,0,15000,1.667e-05,Load.7080,BUS1,PHASE_1,None
SmartMeter,7081,1,0,0,15000,1.667e-05,Load.7081,BUS1,PHASE_2,None
SmartMeter,7082,1,0,0,15000,1.667e-05,Load.7082,BUS1,PHASE_3,None
SmartMeter,7083,1,0,0,15000,1.667e-05,Load.7083,BUS1,PHASE_3,None
SmartMeter,7084,1,0,0,15000,1.667e-05,Load.7084,BUS1,PHASE_1,None
SmartMeter,7085,1,0,0,15000,1.667e-05,Load.7085,BUS1,PHASE_1,None
SmartMeter,7086,1,0,0,15000,1.667e-05,Load.7086,BUS1,PHASE_1,None
SmartMeter,7087,1,0,0,15000,1.667e-05,Load.7087,BUS1,PHASE_3,None
SmartMeter,7088,1,0,0,15000,1.667e-05,Load.7088,BUS1,PHASE_3,None
SmartMeter,7089,1,0,0,15000,1.667e-05,Load.7089,BUS1,PHASE_1,None
SmartMeter,7090,1,0,0,15000,1.667e-05,Load.7090,BUS1,PHASE_2,None
SmartMeter,7091,1,0,0,15000,1.667e-05,Load.7091,BUS1,PHASE_2,None
SmartMeter,7092,1,0,0,15000,1.667e-05,Load.7092,BUS1,PHASE_2,None
SmartMeter,7093,1,0,0,15000,1.667e-05,Load.7093,BUS1,PHASE_2,None
SmartMeter,7094,1,0,0,15000,1.667e-05,Load.7094,BUS1,PHASE_3,None
SmartMeter,7095,1,0,0,15000,1.667e-05,Load.7095,BUS1,PHASE_2,None
SmartMeter,7096,1,0,0,15000,1.667e-05,Load.7096,BUS1,PHASE_2,None
SmartMeter,7097,1,0,0,15000,1.667e-05,Load.7097,BUS1,PHASE_3,None
SmartMeter,7098,1,0,0,15000,1.667e-05,Load.7098,BUS1,PHASE_3,None
SmartMeter,7099,1,0,0,15000,1.667e-05,Load.7099,BUS1,PHASE_2,None
SmartMeter,7100,1,0,0,15000,1.667e-05,Load.7100,BUS1,PHASE_2,None
SmartMeter,7101,1,0,0,15000,1.667e-05,Load.7101,BUS1,PHASE_1,None
SmartMeter,7102,1,0,0,15000,1.667e-05,Load.7102,BUS1,PHASE_3,None
SmartMeter,7103,1,0,0,15000,1.667e-05,Load.7103,BUS1,PHASE_1,None
SmartMeter,7104,1,0,0,15000,1.667e-05,Load.7104,BUS1,PHASE_1,None
SmartMeter,7105,1,0,0,15000,1.667e-05,Load.7105,BUS1,PHASE_2,None
SmartMeter,7106,1,0,0,15000,1.667e-05,Load.7106,BUS1,PHASE_1,None
SmartMeter,7107,1,0,0,15000,1.667e-05,Load.7107,BUS1,PHASE_1,None
SmartMeter,7108,1,0,0,15000,1.667e-05,Load.7108,BUS1,PHASE_2,None
SmartMeter,7109,1,0,0,15000,1.667e-05,Load.7109,BUS1,PHASE_1,None
SmartMeter,7110,1,0,0,15000,1.667e-05,Load.7110,BUS1,PHASE_1,None
SmartMeter,8056,1,0,0,15000,1.667e-05,Load.8056,BUS1,PHASE_1,None
SmartMeter,8057,1,0,0,15000,1.667e-05,Load.8057,BUS1,PHASE_2,None
SmartMeter,8058,1,0,0,15000,1.667e-05,Load.8058,BUS1,PHASE_1,None
SmartMeter,8059,1,0,0,15000,1.667e-05,Load.8059,BUS1,PHASE_1,None
SmartMeter,8060,1,0,0,15000,1.667e-05,Load.8060,BUS1,PHASE_1,None
SmartMeter,8061,1,0,0,15000,1.667e-05,Load.8061,BUS1,PHASE_2,None
SmartMeter,8062,1,0,0,15000,1.667e-05,Load.8062,BUS1,PHASE_2,None
SmartMeter,8063,1,0,0,15000,1.667e-05,Load.8063,BUS1,PHASE_3,None
SmartMeter,8064,1,0,0,15000,1.667e-05,Load.8064,BUS1,PHASE_1,None
SmartMeter,8065,1,0,0,15000,1.667e-05,Load.8065,BUS1,PHASE_2,None
SmartMeter,8066,1,0,0,15000,1.667e-05,Load.8066,BUS1,PHASE_2,None
SmartMeter,8067,1,0,0,15000,1.667e-05,Load.8067,BUS1,PHASE_3,None
SmartMeter,8068,1,0,0,15000,1.667e-05,Load.8068,BUS1,PHASE_2,None
SmartMeter,8069,1,0,0,15000,1.667e-05,Load.8069,BUS1,PHASE_1,None
SmartMeter,8070,1,0,0,15000,1.667e-05,Load.8070,BUS1,PHASE_2,None
SmartMeter,8071,1,0,0,15000,1.667e-05,Load.8071,BUS1,PHASE_3,None
SmartMeter,8072,1,0,0,15000,1.667e-05,Load.8072,BUS1,PHASE_3,None
SmartMeter,8073,1,0,0,15000,1.667e-05,Load.8073,BUS1,PHASE_3,None
SmartMeter,8074,1,0,0,15000,1.667e-05,Load.8074,BUS1,PHASE_3,None
SmartMeter,8075,1,0,0,15000,1.667e-05,Load.8075,BUS1,PHASE_1,None
SmartMeter,8076,1,0,0,15000,1.667e-05,Load.8076,BUS1,PHASE_1,None
SmartMeter,8077,1,0,0,15000,1.667e-05,Load.8077,BUS1,PHASE_1,None
SmartMeter,8078,1,0,0,15000,1.667e-05,Load.8078,BUS1,PHASE_2,None
SmartMeter,8079,1,0,0,15000,1.667e-05,Load.8079,BUS1,PHASE_3,None
SmartMeter,8080,1,0,0,15000,1.667e-05,Load.8080,BUS1,PHASE_1,None
SmartMeter,8081,1,0,0,15000,1.667e-05,Load.8081,BUS1,PHASE_2,None
SmartMeter,8082,1,0,0,15000,1.667e-05,Load.8082,BUS1,PHASE_3,None
SmartMeter,8083,1,0,0,15000,1.667e-05,Load.8083,BUS1,PHASE_3,None
SmartMeter,8084,1,0,0,15000,1.667e-05,Load.8084,BUS1,PHASE_1,None
SmartMeter,8085,1,0,0,15000,1.667e-05,Load.8085,BUS1,PHASE_1,None
SmartMeter,8086,1,0,0,15000,1.667e-05,Load.8086,BUS1,PHASE_1,None
SmartMeter,8087,1,0,0,15000,1.667e-05,Load.8087,BUS1,PHASE_3,None
SmartMeter,8088,1,0,0,15000,1.667e-05,Load.8088,BUS1,PHASE_3,None
SmartMeter,8089,1,0,0,15000,1.667e-05,Load.8089,BUS1,PHASE_1,None
SmartMeter,8090,1,0,0,15000,1.667e-05,Load.8090,BUS1,PHASE_2,None
SmartMeter,8091,1,0,0,15000,1.667e-05,Load.8091,BUS1,PHASE_2,None
SmartMeter,8092,1,0,0,15000,1.667e-05,Load.8092,BUS1,PHASE_2,None
SmartMeter,8093,1,0,0,15000,1.667e-05,Load.8093,BUS1,PHASE_2,None
SmartMeter,8094,1,0,0,15000,1.667e-05,Load.8094,BUS1,PHASE_3,None
SmartMeter,8095,1,0,0,15000,1.667e-05,Load.8095,BUS1,PHASE_2,None
SmartMeter,8096,1,0,0,15000,1.667e-05,Load.8096,BUS1,PHASE_2,None
SmartMeter,8097,1,0,0,15000,1.667e-05,Load.8097,BUS1,PHASE_3,None
SmartMeter,8098,1,0,0,15000,1.667e-05,Load.8098,BUS1,PHASE_3,None
SmartMeter,8099,1,0,0,15000,1.667e-05,Load.8099,BUS1,PHASE_2,None
SmartMeter,8100,1,0,0,15000,1.667e-05,Load.8100,BUS1,PHASE_2,None
SmartMeter,8101,1,0,0,15000,1.667e-05,Load.8101,BUS1,PHASE_1,None
SmartMeter,8102,1,0,0,15000,1.667e-05,Load.8102,BUS1,PHASE_3,None
SmartMeter,8103,1,0,0,15000,1.667e-05,Load.8103,BUS1,PHASE_1,None
SmartMeter,8104,1,0,0,15000,1.667e-05,Load.8104,BUS1,PHASE_1,None
SmartMeter,8105,1,0,0,15000,1.667e-05,Load.8105,BUS1,PHASE_2,None
SmartMeter,8106,1,0,0,15000,1.667e-05,Load.8106,BUS1,PHASE_1,None
SmartMeter,8107,1,0,0,15000,1.667e-05,Load.8107,BUS1,PHASE_1,None
SmartMeter,8108,1,0,0,15000,1.667e-05,Load.8108,BUS1,PHASE_2,None
SmartMeter,8109,1,0,0,15000,1.667e-05,Load.8109,BUS1,PHASE_1,None
SmartMeter,8110,1,0,0,15000,1.667e-05,Load.8110,BUS1,PHASE_1,None
SmartMeter,9056,1,0,0,15000,1.667e-05,Load.9056,BUS1,PHASE_1,None
SmartMeter,9057,1,0,0,15000,1.667e-05,Load.9057,BUS1,PHASE_2,None
SmartMeter,9058,1,0,0,15000,1.667e-05,Load.9058,BUS1,PHASE_1,None
SmartMeter,9059,1,0,0,15000,1.667e-05,Load.9059,BUS1,PHASE_1,None
SmartMeter,9060,1,0,0,15000,1.667e-05,Load.9060,BUS1,PHASE_1,None
SmartMeter,9061,1,0,0,15000,1.667e-05,Load.9061,BUS1,PHASE_2,None
SmartMeter,9062,1,0,0,15000,1.667e-05,Load.9062,BUS1,PHASE_2,None
SmartMeter,9063,1,0,0,15000,1.667e-05,Load.9063,BUS1,PHASE_3,None
SmartMeter,9064,1,0,0,15000,1.667e-05,Load.9064,BUS1,PHASE_1,None
SmartMeter,9065,1,0,0,15000,1.667e-05,Load.9065,BUS1,PHASE_2,None
SmartMeter,9066,1,0,0,15000,1.667e-05,Load.9066,BUS1,PHASE_2,None
SmartMeter,9067,1,0,0,15000,1.667e-05,Load.9067,BUS1,PHASE_3,None
SmartMeter,9068,1,0,0,15000,1.667e-05,Load.9068,BUS1,PHASE_2,None
SmartMeter,9069,1,0,0,15000,1.667e-05,Load.9069,BUS1,PHASE_1,None
SmartMeter,9070,1,0,0,15000,1.667e-05,Load.9070,BUS1,PHASE_2,None
SmartMeter,9071,1,0,0,15000,1.667e-05,Load.9071,BUS1,PHASE_3,None
SmartMeter,9072,1,0,0,15000,1.667e-05,Load.9072,BUS1,PHASE_3,None
SmartMeter,9073,1,0,0,15000,1.667e-05,Load.9073,BUS1,PHASE_3,None
SmartMeter,9074,1,0,0,15000,1.667e-05,Load.9074,BUS1,PHASE_3,None
SmartMeter,9075,1,0,0,15000,1.667e-05,Load.9075,BUS1,PHASE_1,None
SmartMeter,9076,1,0,0,15000,1.667e-05,Load.9076,BUS1,PHASE_1,None
SmartMeter,9077,1,0,0,15000,1.667e-05,Load.9077,BUS1,PHASE_1,None
SmartMeter,9078,1,0,0,15000,1.667e-05,Load.9078,BUS1,PHASE_2,None
SmartMeter,9079,1,0,0,15000,1.667e-05,Load.9079,BUS1,PHASE_3,None
SmartMeter,9080,1,0,0,15000,1.667e-05,Load.9080,BUS1,PHASE_1,None
SmartMeter,9081,1,0,0,15000,1.667e-05,Load.9081,BUS1,PHASE_2,None
SmartMeter,9082,1,0,0,15000,1.667e-05,Load.9082,BUS1,PHASE_3,None
SmartMeter,9083,1,0,0,15000,1.667e-05,Load.9083,BUS1,PHASE_3,None
SmartMeter,9084,1,0,0,15000,1.667e-05,Load.9084,BUS1,PHASE_1,None
SmartMeter,9085,1,0,0,15000,1.667e-05,Load.9085,BUS1,PHASE_1,None
SmartMeter,9086,1,0,0,15000,1.667e-05,Load.9086,BUS1,PHASE_1,None
SmartMeter,9087,1,0,0,15000,1.667e-05,Load.9087,BUS1,PHASE_3,None
SmartMeter,9088,1,0,0,15000,1.667e-05,Load.9088,BUS1,PHASE_3,None
SmartMeter,9089,1,0,0,15000,1.667e-05,Load.9089,BUS1,PHASE_1,None
SmartMeter,9090,1,0,0,15000,1.667e-05,Load.9090,BUS1,PHASE_2,None
SmartMeter,9091,1,0,0,15000,1.667e-05,Load.9091,BUS1,PHASE_2,None
SmartMeter,9092,1,0,0,15000,1.667e-05,Load.9092,BUS1,PHASE_2,None
SmartMeter,9093,1,0,0,15000,1.667e-05,Load.9093,BUS1,PHASE_2,None
SmartMeter,9094,1,0,0,15000,1.667e-05,Load.9094,BUS1,PHASE_3,None
SmartMeter,9095,1,0,0,15000,1.667e-05,Load.9095,BUS1,PHASE_2,None
SmartMeter,9096,1,0,0,15000,1.667e-05,Load.9096,BUS1,PHASE_2,None
SmartMeter,9097,1,0,0,15000,1.667e-05,Load.9097,BUS1,PHASE_3,None
SmartMeter,9098,1,0,0,15000,1.667e-05,Load.9098,BUS1,PHASE_3,None
SmartMeter,9099,1,0,0,15000,1.667e-05,Load.9099,BUS1,PHASE_2,None
SmartMeter,9100,1,0,0,15000,1.667e-05,Load.9100,BUS1,PHASE_2,None
SmartMeter,9101,1,0,0,15000,1.667e-05,Load.9101,BUS1,PHASE_1,None
SmartMeter,9102,1,0,0,15000,1.667e-05,Load.9102,BUS1,PHASE_3,None
SmartMeter,9103,1,0,0,15000,1.667e-05,Load.9103,BUS1,PHASE_1,None
SmartMeter,9104,1,0,0,15000,1.667e-05,Load.9104,BUS1,PHASE_1,None
SmartMeter,9105,1,0,0,15000,1.667e-05,Load.9105,BUS1,PHASE_2,None
SmartMeter,9106,1,0,0,15000,1.667e-05,Load.9106,BUS1,PHASE_1,None
SmartMeter,9107,1,0,0,15000,1.667e-05,Load.9107,BUS1,PHASE_1,None
SmartMeter,9108,1,0,0,15000,1.667e-05,Load.9108,BUS1,PHASE_2,None
SmartMeter,9109,1,0,0,15000,1.667e-05,Load.9109,BUS1,PHASE_1,None
SmartMeter,9110,1,0,0,15000,1.667e-05,Load.9110,BUS1,PHASE_1,None
SmartMeter,10056,1,0,0,15000,1.667e-05,Load.10056,BUS1,PHASE_1,None
SmartMeter,10057,1,0,0,15000,1.667e-05,Load.10057,BUS1,PHASE_2,None
SmartMeter,10058,1,0,0,15000,1.667e-05,Load.10058,BUS1,PHASE_1,None
SmartMeter,10059,1,0,0,15000,1.667e-05,Load.10059,BUS1,PHASE_1,None
SmartMeter,10060,1,0,0,15000,1.667e-05,Load.10060,BUS1,PHASE_1,None
SmartMeter,10061,1,0,0,15000,1.667e-05,Load.10061,BUS1,PHASE_2,None
SmartMeter,10062,1,0,0,15000,1.667e-05,Load.10062,BUS1,PHASE_2,None
SmartMeter,10063,1,0,0,15000,1.667e-05,Load.10063,BUS1,PHASE_3,None
SmartMeter,10064,1,0,0,15000,1.667e-05,Load.10064,BUS1,PHASE_1,None
SmartMeter,10065,1,0,0,15000,1.667e-05,Load.10065,BUS1,PHASE_2,None
SmartMeter,10066,1,0,0,15000,1.667e-05,Load.10066,BUS1,PHASE_2,None
SmartMeter,10067,1,0,0,15000,1.667e-05,Load.10067,BUS1,PHASE_3,None
SmartMeter,10068,1,0,0,15000,1.667e-05,Load.10068,BUS1,PHASE_2,None
SmartMeter,10069,1,0,0,15000,1.667e-05,Load.10069,BUS1,PHASE_1,None
SmartMeter,10070,1,0,0,15000,1.667e-05,Load.10070,BUS1,PHASE_2,None
SmartMeter,10071,1,0,0,15000,1.667e-05,Load.10071,BUS1,PHASE_3,None
SmartMeter,10072,1,0,0,15000,1.667e-05,Load.10072,BUS1,PHASE_3,None
SmartMeter,10073,1,0,0,15000,1.667e-05,Load.10073,BUS1,PHASE_3,None
SmartMeter,10074,1,0,0,15000,1.667e-05,Load.10074,BUS1,PHASE_3,None
SmartMeter,10075,1,0,0,15000,1.667e-05,Load.10075,BUS1,PHASE_1,None
SmartMeter,10076,1,0,0,15000,1.667e-05,Load.10076,BUS1,PHASE_1,None
SmartMeter,10077,1,0,0,15000,1.667e-05,Load.10077,BUS1,PHASE_1,None
SmartMeter,10078,1,0,0,15000,1.667e-05,Load.10078,BUS1,PHASE_2,None
SmartMeter,10079,1,0,0,15000,1.667e-05,Load.10079,BUS1,PHASE_3,None
SmartMeter,10080,1,0,0,15000,1.667e-05,Load.10080,BUS1,PHASE_1,None
SmartMeter,10081,1,0,0,15000,1.667e-05,Load.10081,BUS1,PHASE_2,None
SmartMeter,10082,1,0,0,15000,1.667e-05,Load.10082,BUS1,PHASE_3,None
SmartMeter,10083,1,0,0,15000,1.667e-05,Load.10083,BUS1,PHASE_3,None
SmartMeter,10084,1,0,0,15000,1.667e-05,Load.10084,BUS1,PHASE_1,None
SmartMeter,10085,1,0,0,15000,1.667e-05,Load.10085,BUS1,PHASE_1,None
SmartMeter,10086,1,0,0,15000,1.667e-05,Load.10086,BUS1,PHASE_1,None
SmartMeter,10087,1,0,0,15000,1.667e-05,Load.10087,BUS1,PHASE_3,None
SmartMeter,10088,1,0,0,15000,1.667e-05,Load.10088,BUS1,PHASE_3,None
SmartMeter,10089,1,0,0,15000,1.667e-05,Load.10089,BUS1,PHASE_1,None
SmartMeter,10090,1,0,0,15000,1.667e-05,Load.10090,BUS1,PHASE_2,None
SmartMeter,10091,1,0,0,15000,1.667e-05,Load.10091,BUS1,PHASE_2,None
SmartMeter,10092,1,0,0,15000,1.667e-05,Load.10092,BUS1,PHASE_2,None
SmartMeter,10093,1,0,0,15000,1.667e-05,Load.10093,BUS1,PHASE_2,None
SmartMeter,10094,1,0,0,15000,1.667e-05,Load.10094,BUS1,PHASE_3,None
SmartMeter,10095,1,0,0,15000,1.667e-05,Load.10095,BUS1,PHASE_2,None
SmartMeter,10096,1,0,0,15000,1.667e-05,Load.10096,BUS1,PHASE_2,None
SmartMeter,10097,1,0,0,15000,1.667e-05,Load.10097,BUS1,PHASE_3,None
SmartMeter,10098,1,0,0,15000,1.667e-05,Load.10098,BUS1,PHASE_3,None
SmartMeter,10099,1,0,0,15000,1.667e-05,Load.10099,BUS1,PHASE_2,None
SmartMeter,10100,1,0,0,15000,1.667e-05,Load.10100,BUS1,PHASE_2,None
SmartMeter,10101,1,0,0,15000,1.667e-05,Load.10101,BUS1,PHASE_1,None
SmartMeter,10102,1,0,0,15000,1.667e-05,Load.10102,BUS1,PHASE_3,None
SmartMeter,10103,1,0,0,15000,1.667e-05,Load.10103,BUS1,PHASE_1,None
SmartMeter,10104,1,0,0,15000,1.667e-05,Load.10104,BUS1,PHASE_1,None
SmartMeter,10105,1,0,0,15000,1.667e-05,Load.10105,BUS1,PHASE_2,None
SmartMeter,10106,1,0,0,15000,1.667e-05,Load.10106,BUS1,PHASE_1,None
SmartMeter,10107,1,0,0,15000,1.667e-05,Load.10107,BUS1,PHASE_1,None
SmartMeter,10108,1,0,0,15000,1.667e-05,Load.10108,BUS1,PHASE_2,None
SmartMeter,10109,1,0,0,15000,1.667e-05,Load.10109,BUS1,PHASE_1,None
SmartMeter,10110,1,0,0,15000,1.667e-05,Load.10110,BUS1,PHASE_1,None
SmartMeter,11056,1,0,0,15000,1.667e-05,Load.11056,BUS1,PHASE_1,None
SmartMeter,11057,1,0,0,15000,1.667e-05,Load.11057,BUS1,PHASE_2,None
SmartMeter,11058,1,0,0,15000,1.667e-05,Load.11058,BUS1,PHASE_1,None
SmartMeter,11059,1,0,0,15000,1.667e-05,Load.11059,BUS1,PHASE_1,None
SmartMeter,11060,1,0,0,15000,1.667e-05,Load.11060,BUS1,PHASE_1,None
SmartMeter,11061,1,0,0,15000,1.667e-05,Load.11061,BUS1,PHASE_2,None
SmartMeter,11062,1,0,0,15000,1.667e-05,Load.11062,BUS1,PHASE_2,None
SmartMeter,11063,1,0,0,15000,1.667e-05,Load.11063,BUS1,PHASE_3,None
SmartMeter,11064,1,0,0,15000,1.667e-05,Load.11064,BUS1,PHASE_1,None
SmartMeter,11065,1,0,0,15000,1.667e-05,Load.11065,BUS1,PHASE_2,None
SmartMeter,11066,1,0,0,15000,1.667e-05,Load.11066,BUS1,PHASE_2,None
SmartMeter,11067,1,0,0,15000,1.667e-05,Load.11067,BUS1,PHASE_3,None
SmartMeter,11068,1,0,0,15000,1.667e-05,Load.11068,BUS1,PHASE_2,None
SmartMeter,11069,1,0,0,15000,1.667e-05,Load.11069,BUS1,PHASE_1,None
SmartMeter,11070,1,0,0,15000,1.667e-05,Load.11070,BUS1,PHASE_2,None
SmartMeter,11071,1,0,0,15000,1.667e-05,Load.11071,BUS1,PHASE_3,None
SmartMeter,11072,1,0,0,15000,1.667e-05,Load.11072,BUS1,PHASE_3,None
SmartMeter,11073,1,0,0,15000,1.667e-05,Load.11073,BUS1,PHASE_3,None
SmartMeter,11074,1,0,0,15000,1.667e-05,Load.11074,BUS1,PHASE_3,None
SmartMeter,11075,1,0,0,15000,1.667e-05,Load.11075,BUS1,PHASE_1,None
SmartMeter,11076,1,0,0,15000,1.667e-05,Load.11076,BUS1,PHASE_1,None
SmartMeter,11077,1,0,0,15000,1.667e-05,Load.11077,BUS1,PHASE_1,None
SmartMeter,11078,1,0,0,15000,1.667e-05,Load.11078,BUS1,PHASE_2,None
SmartMeter,11079,1,0,0,15000,1.667e-05,Load.11079,BUS1,PHASE_3,None
SmartMeter,11080,1,0,0,15000,1.667e-05,Load.11080,BUS1,PHASE_1,None
SmartMeter,11081,1,0,0,15000,1.667e-05,Load.11081,BUS1,PHASE_2,None
SmartMeter,11082,1,0,0,15000,1.667e-05,Load.11082,BUS1,PHASE_3,None
SmartMeter,11083,1,0,0,15000,1.667e-05,Load.11083,BUS1,PHASE_3,None
SmartMeter,11084,1,0,0,15000,1.667e-05,Load.11084,BUS1,PHASE_1,None
SmartMeter,11085,1,0,0,15000,1.667e-05,Load.11085,BUS1,PHASE_1,None
SmartMeter,11086,1,0,0,15000,1.667e-05,Load.11086,BUS1,PHASE_1,None
SmartMeter,11087,1,0,0,15000,1.667e-05,Load.11087,BUS1,PHASE_3,None
SmartMeter,11088,1,0,0,15000,1.667e-05,Load.11088,BUS1,PHASE_3,None
SmartMeter,11089,1,0,0,15000,1.667e-05,Load.11089,BUS1,PHASE_1,None
SmartMeter,11090,1,0,0,15000,1.667e-05,Load.11090,BUS1,PHASE_2,None
SmartMeter,11091,1,0,0,15000,1.667e-05,Load.11091,BUS1,PHASE_2,None
SmartMeter,11092,1,0,0,15000,1.667e-05,Load.11092,BUS1,PHASE_2,None
SmartMeter,11093,1,0,0,15000,1.667e-05,Load.11093,BUS1,PHASE_2,None
SmartMeter,11094,1,0,0,15000,1.667e-05,Load.11094,BUS1,PHASE_3,None
SmartMeter,11095,1,0,0,15000,1.667e-05,Load.11095,BUS1,PHASE_2,None
SmartMeter,11096,1,0,0,15000,1.667e-05,Load.11096,BUS1,PHASE_2,None
SmartMeter,11097,1,0,0,15000,1.667e-05,Load.11097,BUS1,PHASE_3,None
SmartMeter,11098,1,0,0,15000,1.667e-05,Load.11098,BUS1,PHASE_3,None
SmartMeter,11099,1,0,0,15000,1.667e-05,Load.11099,BUS1,PHASE_2,None
SmartMeter,11100,1,0,0,15000,1.667e-05,Load.11100,BUS1,PHASE_2,None
SmartMeter,11101,1,0,0,15000,1.667e-05,Load.11101,BUS1,PHASE_1,None
SmartMeter,11102,1,0,0,15000,1.667e-05,Load.11102,BUS1,PHASE_3,None
SmartMeter,11103,1,0,0,15000,1.667e-05,Load.11103,BUS1,PHASE_1,None
SmartMeter,11104,1,0,0,15000,1.667e-05,Load.11104,BUS1,PHASE_1,None
SmartMeter,11105,1,0,0,15000,1.667e-05,Load.11105,BUS1,PHASE_2,None
SmartMeter,11106,1,0,0,15000,1.667e-05,Load.11106,BUS1,PHASE_1,None
SmartMeter,11107,1,0,0,15000,1.667e-05,Load.11107,BUS1,PHASE_1,None
SmartMeter,11108,1,0,0,15000,1.667e-05,Load.11108,BUS1,PHASE_2,None
SmartMeter,11109,1,0,0,15000,1.667e-05,Load.11109,BUS1,PHASE_1,None
SmartMeter,11110,1,0,0,15000,1.667e-05,Load.11110,BUS1,PHASE_1,None
SmartMeter,12056,1,0,0,15000,1.667e-05,Load.12056,BUS1,PHASE_1,None
SmartMeter,12057,1,0,0,15000,1.667e-05,Load.12057,BUS1,PHASE_2,None
SmartMeter,12058,1,0,0,15000,1.667e-05,Load.12058,BUS1,PHASE_1,None
SmartMeter,12059,1,0,0,15000,1.667e-05,Load.12059,BUS1,PHASE_1,None
SmartMeter,12060,1,0,0,15000,1.667e-05,Load.12060,BUS1,PHASE_1,None
SmartMeter,12061,1,0,0,15000,1.667e-05,Load.12061,BUS1,PHASE_2,None
SmartMeter,12062,1,0,0,15000,1.667e-05,Load.12062,BUS1,PHASE_2,None
SmartMeter,12063,1,0,0,15000,1.667e-05,Load.12063,BUS1,PHASE_3,None
SmartMeter,12064,1,0,0,15000,1.667e-05,Load.12064,BUS1,PHASE_1,None
SmartMeter,12065,1,0,0,15000,1.667e-05,Load.12065,BUS1,PHASE_2,None
SmartMeter,12066,1,0,0,15000,1.667e-05,Load.12066,BUS1,PHASE_2,None
SmartMeter,12067,1,0,0,15000,1.667e-05,Load.12067,BUS1,PHASE_3,None
SmartMeter,12068,1,0,0,15000,1.667e-05,Load.12068,BUS1,PHASE_2,None
SmartMeter,12069,1,0,0,15000,1.667e-05,Load.12069,BUS1,PHASE_1,None
SmartMeter,12070,1,0,0,15000,1.667e-05,Load.12070,BUS1,PHASE_2,None
